Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-058256,2016-11,04/01/2016 10:12,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,4621,CHIPPEWA ST,15,PETSMART, ,4621,CHIPPEWA,885987.4,1004143
16-057476,2016-11,04/01/2016 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,7900,N BROADWAY,74, , ,7900,BROADWAY,897253.8,1046651
16-056797,2016-11,04/04/2015 11:49,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3717,MICHIGAN AVE,19, , ,919,JEFFERSON,895304.9,1003307
16-017303,2016-11,04/11/2016 09:15, , , ,1, ,263120,1,OBSTRUCT GOVRN OP-FALSE REPORT, ,CHIPPEWA MACKLIND,7, ,JOHNSON`S SERVICE PARKING LOT, , ,0,0
16-017303,2016-11,04/11/2016 09:15, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, ,CHIPPEWA MACKLIND,7, ,JOHNSON`S SERVICE PARKING LOT, , ,0,0
16-034396,2016-11,04/18/2016 03:25,Y, , ,1, ,262100,4,PORNAGRAPHY-PROMOTING,607,N GRAND BLVD,77, , ,607,GRAND,896930.7,1021874
16-059307,2016-11,04/23/2001 08:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3512,MICHIGAN,19, , , ,FRAUD,0,0
16-019039,2016-11,04/23/2016 06:30, , , ,-1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5708, ,46, , ,5708,KINGSBURY,0,0
16-058046,2016-11,05/06/2016 12:50,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3726,ROSWELL AVE,4, , ,3726,ROSWELL,886535.8,992089.9
16-024049,2016-11,05/19/2016 23:30, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1481,SHAWMUT,78, , ,1419,SHAWMUT,0,0
16-055277,2016-11,05/27/2008 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5000,BEACON AVE,72, , ,5000,THRUSH,0,0
16-046429,2016-11,05/27/2016 13:01,Y, , ,1, ,266400,6,PUBLIC ORDER-ANIMAL VIOLATION,5616,PARK LN,76, , ,1916,OLIVE,890856.9,1046462
16-057348,2016-11,06/01/2016 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1965,ARLINGTON AVE,50, , ,1965,ARLINGTON,886391.4,1033373
16-057985,2016-11,06/05/2009 08:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,1809,OLIVE ST,36,THE OLIVE STREET CURRENCY EXCHANGE, ,1811,OLIVE,904175.6,1019019
16-057173,2016-11,06/07/2016 13:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,4200,LINDELL BLVD,38, , ,4200,LINDELL,0,0
16-058683,2016-11,06/08/2016 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2765,HICKORY ST,31, , ,2765,HICKORY,899396.6,1015316
16-058026,2016-11,06/17/2016 11:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1610,N KINGSHIGHWAY BLVD,55, ,@WARWOOD APTS,1610,KINGSHIGHWAY,888692.6,1030783
16-059934,2016-11,06/18/2016 14:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4036,SHREVE AVE,69, , ,4036,SHREVE,893559.6,1035465
16-060428,2016-11,06/25/2016 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,6062,CATES AVE,48, , ,6062,CATES,878771.2,1028583
16-060481,2016-11,06/26/2016 00:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4688,POPE AVE,68, , ,919,JEFFERSON,898752.8,1036892
16-058006,2016-11,07/01/2016 15:37,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,6487,MANCHESTER AVE,43,COLOMBO S CHECK CASHING, ,6487,MANCHESTER,878180.7,1014948
16-058633,2016-11,07/12/2013 12:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2808,S COMPTON AVE,25, , ,919,JEFFERSON,896080.4,1009301
16-059334,2016-11,07/12/2016 00:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5708,KINGSBURY PL,46, , ,5708,KINGSBURY,881536.7,1026065
16-057531,2016-11,07/13/2016 13:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,1325,S GRAND BLVD,29,SAINT LOUIS UNIVERSITY HOSPITAL,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
16-060552,2016-11,07/14/2015 12:00,Y, , ,1, ,171300,1,SEX OFFNS-STATUATORY RAPE/SECOND,4100,S GRAND BLVD,16, , ,4100,GRAND,0,0
16-046428,2016-11,07/17/2016 12:53,Y, , ,1, ,266400,3,PUBLIC ORDER-ANIMAL VIOLATION,3343,VIRGINIA AVE,30, , ,3343,VIRGINIA,895023.4,1005745
16-047776,2016-11,07/21/2016 16:00, , , ,-1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3448,OHIO,19, , ,3448,OHIO,0,0
16-055845,2016-11,07/28/2016 13:03,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,7703,TENNESSEE AVE,1, , ,7703,TENNESSEE,886516.9,989982.1
16-037215,2016-11,07/29/2016 13:34, , , ,1, , 21000,3,RAPE -- FORCIBLE,3800,MISSOURI,18, , ,3800,MISSOURI,0,0
16-037705,2016-11,07/31/2016 23:08,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,915,HARLAN,74, , ,915,HARLAN,0,0
16-037705,2016-11,07/31/2016 23:08,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,915,HARLAN,74, , ,915,HARLAN,0,0
16-047607,2016-11,08/01/2016 00:01,Y, , ,1, , 43025,1,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,4300,NEBRASKA AVE,17, , ,4300,NEBRASKA,895867.8,999359.1
16-050202,2016-11,08/01/2016 09:00,Y, , ,1, ,171300,1,SEX OFFNS-STATUATORY RAPE/SECOND,7500,S BROADWAY,2, ,RESIDENCE,7500,BROADWAY,0,0
16-056771,2016-11,08/02/2016 10:42,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3120,NEBRASKA AVE,30, , ,3120,NEBRASKA,897162.4,1007449
16-056761,2016-11,08/02/2016 16:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3122,NEBRASKA AVE,30, , ,3122,NEBRASKA,897162.4,1007449
16-038224,2016-11,08/02/2016 17:00, , , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1415,GRAND,59,CHECK N GO, ,1415,GRAND,0,0
16-038224,2016-11,08/02/2016 17:00, , , ,-1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1415,GRAND,59,CHECK N GO, ,1415,GRAND,0,0
16-051904,2016-11,08/05/2016 08:00,Y, , ,1, , 43015,3,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,2828,SALENA ST,22, , ,2828,SALENA,900862.9,1007662
16-058766,2016-11,08/10/2016 09:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3827,ILLINOIS AVE,18, , ,3827,ILLINOIS,899094.4,1001923
16-056786,2016-11,08/11/2016 15:45,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
16-058383,2016-11,08/15/2016 00:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4055,LACLEDE AVE,38, , ,4055,LACLEDE,892778,1021017
16-058301,2016-11,08/15/2016 17:45,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1520,WASHINGTON AVE,36, , ,1520,WASHINGTON,905250.6,1019322
16-060644,2016-11,08/17/2016 06:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3080,HAWTHORNE BLVD,26, , ,3080,HAWTHORNE,897132.6,1011090
16-059287,2016-11,08/19/2016 02:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3648,KOSCIUSKO ST,18, , ,3648,KOSCIUSKO,901094.2,1002717
16-059291,2016-11,08/19/2016 10:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3700,KOSCIUSKO ST,18, , ,3700,KOSCIUSKO,900610.6,1002321
16-056775,2016-11,08/20/2016 08:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
16-058388,2016-11,08/20/2016 09:31,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1215,N KINGSHIGHWAY BLVD,51, , ,1215,KINGSHIGHWAY,888084.4,1028777
16-056780,2016-11,08/24/2016 23:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3622,KOSCIUSKO ST,18, , ,3622,KOSCIUSKO,901262.9,1002855
16-055740,2016-11,08/25/2016 08:00,Y, , ,1, ,115200,5,FRAUD-STEALING BY DECEIT/UNDER $150,3949,LINDELL BLVD,38,GOODIE CAFE, ,3949,LINDELL,893684.9,1021926
16-043302,2016-11,08/29/2016 08:11, , , ,-1, ,265321,3,LEAVING SCENE OF ACCIDENT, , ,32, , , , ,0,0
16-055930,2016-11,08/30/2016 00:01,Y, , ,1, , 44021,6,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE",3944,LEXINGTON AVE,56, , ,3944,LEXINGTON,898651.3,1030291
16-056514,2016-11,08/30/2016 16:00,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,700,CLARK AVE,35, ,@BUSCH STADIUM,700,CLARK,907901.1,1016212
16-043720,2016-11,08/31/2016 08:10,Y, , ,1, , 41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,6200,VIRGINIA AVE,1, , ,6200,VIRGINIA,891603.1,992837.2
16-056782,2016-11,08/31/2016 13:14,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3225,OSAGE ST,16, , ,3225,OSAGE,894551.9,1001713
16-058124,2016-11,08/31/2016 20:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,NATURAL BRIDGE AVE / PRAIRIE A,59, , ,6060,NORTH POINTE,899378.6,1030654
16-058124,2016-11,08/31/2016 20:00, , , ,-1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,NATURAL BRIDGE AVE / PRAIRIE A,59, , ,6060,NORTH POINTE,899378.6,1030654
16-057006,2016-11,09/01/2016 00:01,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,28,WESTMORELAND PL,38, , ,28,WESTMORELAND,886044.5,1023952
16-057873,2016-11,09/01/2016 09:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6126,WASHINGTON AVE,46, , ,6126,WASHINGTON,878106.5,1027053
16-055359,2016-11,09/01/2016 11:27, , , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,U HAUL, ,641,KINGSHIGHWAY,886712.8,1014540
16-055359,2016-11,09/01/2016 11:27, , , ,-1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1641,S KINGSHIGHWAY BLVD,12,U HAUL, ,641,KINGSHIGHWAY,886712.8,1014540
16-057036,2016-11,09/01/2016 16:57,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6051,MCPHERSON AVE,46, , ,6051,MCPHERSON,878471.6,1026199
16-055592,2016-11,09/01/2016 20:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",3965,ASHLAND AVE,56, , ,3965,ASHLAND,898279.9,1030255
16-057118,2016-11,09/04/2016 17:05,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
16-060116,2016-11,09/05/2016 23:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S GRAND BLVD / GRAVOIS AVE,19, , , , ,893507.8,1004763
16-057034,2016-11,09/06/2016 12:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4220,PENROSE ST,68, , ,4220,PENROSE,897964.6,1033951
16-044906,2016-11,09/06/2016 14:59,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,520,S JEFFERSON AVE,36, , ,520,JEFFERSON,901232.9,1016974
16-057487,2016-11,09/06/2016 16:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3500,LEMP AVE,18, , ,2623,RUSSELL,900612.3,1004133
16-060832,2016-11,09/06/2016 21:33,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,3801,HAMPTON AVE,9,FYE,FYE,3801,HAMPTON,879014.4,1005452
16-059297,2016-11,09/08/2016 12:55,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,205,E DAVIS ST,2,PROPACK,PROPACK,205,DAVIS,888524.9,986414.7
16-060433,2016-11,09/09/2016 17:00,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5553,HEBERT ST,50, , ,5553,HEBERT,886867.8,1036937
16-057300,2016-11,09/09/2016 17:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
16-059296,2016-11,09/11/2016 13:59,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1123,N 8TH ST,62, , ,1123,8TH,908771.1,1020385
16-060261,2016-11,09/12/2016 12:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35,HERTZ, ,800,WASHINGTON,908187.4,1018534
16-046095,2016-11,09/12/2016 20:49,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3748,DELOR ST,16, , ,3748,DELOR,890428.1,998187.1
16-046337,2016-11,09/13/2016 17:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3807,KINGSHIGHWAY,14, , ,3807,KINGSHIGHWAY,0,0
16-057157,2016-11,09/14/2016 18:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
16-059520,2016-11,09/15/2016 12:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4615,LINDELL BLVD,38, ,LOWER LEVEL PARKING GARAGE,4615,LINDELL,888735.2,1023213
16-059304,2016-11,09/16/2016 15:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,703,OFALLON ST,62, , ,703,OFALLON,909288.7,1021030
16-056818,2016-11,09/17/2016 02:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,NEOSHO ST / S SPRING AVE,16, , ,4261,BINGHAM,890758.7,999631.8
16-056818,2016-11,09/17/2016 02:00, , , ,-1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,NEOSHO ST / S SPRING AVE,16, , ,4261,BINGHAM,890758.7,999631.8
16-056020,2016-11,09/17/2016 15:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2732,S 13TH ST,21, , ,919,JEFFERSON,901883.8,1007666
16-047327,2016-11,09/19/2016 08:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3913,S COMPTON AVE,16, , ,3912,VIRGINIA,894783,1002099
16-055810,2016-11,09/20/2016 15:09,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1400,N 16TH,61,PRESERVATION PLACE APARTMENTS,NUISANCE ABATEMENT PROPERTY,1400,N 16TH,0,0
16-058389,2016-11,09/21/2016 05:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
16-047946,2016-11,09/21/2016 11:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5900,SHULTE AVE,76, , ,5900,SHULTE,0,0
16-057302,2016-11,09/21/2016 16:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4571,KENNERLY AVE,56, , ,4571,KENNERLY,892664.9,1030943
16-055632,2016-11,09/21/2016 17:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2709,BACON ST,59, ,NUISANCE ABATEMENT PROPERTY,2709,BACON,899680.6,1026693
16-047885,2016-11,09/22/2016 03:25, , , ,-1, , 51211,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,3314,OREGON,30, , ,3314,OREGON,0,0
16-058242,2016-11,09/23/2016 02:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2801,DR MARTIN LUTHER KING DR,59, , ,2801,DR MARTIN LUTHER KING,901155.4,1021829
16-048062,2016-11,09/23/2016 05:00, , , ,-1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,956,HAMILTON,48, , ,956,HAMILTON,0,0
16-052722,2016-11,09/23/2016 15:30,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,2200,RUTGER ST,32, , ,2200,RUTGER,0,0
16-057497,2016-11,09/24/2016 08:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3170,OREGON AVE,30, , ,3170,OREGON,897383.3,1006758
16-057498,2016-11,09/24/2016 08:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3170,OREGON AVE,30, , ,3170,OREGON,897383.3,1006758
16-048371,2016-11,09/24/2016 17:20,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,730,DES PERES AVE,46,DELMAR METROLINK STATIONS, ,6101,DELMAR,878856.8,1027361
16-059444,2016-11,09/25/2016 14:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,728,BIDDLE ST,62, , ,728,BIDDLE,909082.3,1020627
16-058390,2016-11,09/25/2016 18:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4559,MCMILLAN AVE,54, , ,4559,MCMILLAN,890633.4,1027013
16-058024,2016-11,09/25/2016 18:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4446,LABADIE AVE,56, , ,4446,LABADIE,894025,1031261
16-058036,2016-11,09/27/2016 07:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4532,HARRIS AVE,68, , ,4532,HARRIS,899348.5,1034934
16-048851,2016-11,09/27/2016 08:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,746,BAYARD AVE,53, ,SEARCH WARRANT,746,BAYARD,889200.8,1026548
16-057304,2016-11,09/29/2016 12:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
16-051034,2016-11,09/30/2016 00:01, , , ,1, , 43026,5,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,5558,TERRY,50, , ,1465,GRAND,0,0
16-051034,2016-11,09/30/2016 00:01, , , ,-1, , 41026,5,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,5558,TERRY,50, , ,1465,GRAND,0,0
16-059975,2016-11,09/30/2016 08:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5217,ROBIN AVE,72, ,UNOCCUPIED DWELLING,5217,ROBIN,890751.3,1043827
16-057495,2016-11,09/30/2016 11:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2222,OSAGE ST,18, , ,2222,OSAGE,898437.8,1000912
16-057313,2016-11,09/30/2016 11:53,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,10,S BROADWAY,35, ,@CONVENTION VISITORS BUREAU,10,BROADWAY,908882.8,1016503
16-058393,2016-11,09/30/2016 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4139,C D BANKS AVE,58, , ,4170,ENRIGHT,894164.1,1025118
16-059533,2016-11,10/01/2016 00:01,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,3000,CHEROKEE ST,19, , ,3000,CHEROKEE,0,0
16-049900,2016-11,10/02/2016 11:00,Y, , ,1, , 43015,3,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1102,DILLON DR,33, , ,1102,DILLON,904006.9,1014252
16-059450,2016-11,10/02/2016 11:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1102,DILLON DR,33, , ,1102,DILLON,904006.9,1014252
16-060797,2016-11,10/02/2016 12:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,713,BIDDLE ST,62, , ,713,BIDDLE,909133.8,1020613
16-060235,2016-11,10/03/2016 10:28,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5214,DEWEY AVE,3, , ,5214,DEWEY,890230.9,997450
16-050232,2016-11,10/04/2016 13:15, , , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5034,STEFFENS,5, , ,5034,STEFFENS,0,0
16-050232,2016-11,10/04/2016 13:15, , , ,-1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5034,STEFFENS,5, , ,5034,STEFFENS,0,0
16-059471,2016-11,10/04/2016 17:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1425,PEABODY CT,33, , ,1425,PEABODY,904206.2,1013767
16-059468,2016-11,10/04/2016 23:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1449,PEABODY CT,33, , ,1449,PEABODY,904206.2,1013767
16-059462,2016-11,10/06/2016 02:40,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,KEALTY LN,33, , ,1434,KEALTY,904177.6,1014072
16-059502,2016-11,10/06/2016 12:00,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,3842,LABADIE AVE,59, , ,3842,LABADIE,898643.2,1028716
16-054230,2016-11,10/06/2016 14:08,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1464,CASTLE LN,33, , ,1464,CASTLE,904092.8,1014542
16-059292,2016-11,10/07/2016 05:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,310,S GRAND BLVD,37, , ,310,GRAND,896967.2,1018973
16-050844,2016-11,10/07/2016 13:00,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",10130,CLAIRMONT,0, ,ST LOUIS COUNTY,10130,CLARA MOUNT,0,0
16-059452,2016-11,10/07/2016 17:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1421,PEABODY CT,33, , ,1421,PEABODY,904206.3,1013767
