Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-027457,2016-06,03/14/2016 10:45,Y, , ,1, ,111120,5,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,1,N EUCLID AVE,38,GREAT SOUTHERN BANK, ,1,ELUCLID,888101.4,1022192
16-027221,2016-06,03/15/2016 08:53,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6575,LINDENWOOD AVE,9, , ,6575,LINDENWOOD,876237.3,1005726
16-027878,2016-06,03/16/2016 16:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1300,DILLON DR,33, , ,1300,DILLON,903872.9,1013698
16-027675,2016-06,03/16/2016 20:42,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1468,HICKORY LN,33, , ,1468,HICKORY,904086.3,1013953
16-031617,2016-06,03/17/2016 08:00,Y, , ,1, ,111200,5,FRAUD-BAD CHECK/NO ACCOUNT,1500,UNION BLVD,52, , ,1500,UNION,886719.1,1031505
16-028503,2016-06,03/23/2016 10:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,915,HICKORY ST,34, , ,915,HICKORY,906156.4,1013374
16-013661,2016-06,03/24/2016 10:56, , , ,-1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1204,8TH,62, , ,1200,8TH,0,0
16-027668,2016-06,03/30/2016 11:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1410,CHOUTEAU AVE,33, , ,1410,CHOUTEAU,904719.3,1014572
16-027659,2016-06,03/30/2016 11:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,LAFAYETTE AVE,33, , ,1500,LAFAYETTE,903565.4,1012169
16-031924,2016-06,03/30/2016 15:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1123,N. 8TH,62, , ,1123,N. 8TH,0,0
16-028456,2016-06,03/31/2016 12:00,Y, , ,1, ,115100,5,FRAUD-STEALING BY DECEIT/OVER $150,5655,KINGSBURY PL,47, , ,5655,KINGSBURY,882054.1,1026252
15-015082,2016-06,04/01/2015 19:20, , , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,6195,WASHINGTON,46, , ,6195,WASHINGTON,0,0
15-015082,2016-06,04/01/2015 19:20, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6195,WASHINGTON,46, , ,6195,WASHINGTON,0,0
16-028964,2016-06,04/01/2016 11:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,2809,MERAMEC,0,0
16-031388,2016-06,04/01/2016 11:13,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6625,CLAYTON AVE,44, , ,6625,CLAYTON,877593.2,1018388
16-028507,2016-06,04/02/2016 07:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1442,CHOUTEAU AVE,33, , ,1442,CHOUTEAU,904053.8,1013944
16-028735,2016-06,04/02/2016 15:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3400,GOODFELLOW BLVD,50, ,AUTO REPAIR SHOP,3400,GOODFELLOW,885479.2,1037831
16-031204,2016-06,04/02/2016 23:41,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1110,WASHINGTON AVE,35, , ,1110,WASHINGTON,907161.8,1018819
16-027915,2016-06,04/04/2016 00:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5012,QUEENS AVE,71,1ST FLOOR, ,5012,QUEENS,893075.6,1039295
16-029869,2016-06,04/04/2016 09:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,1407,WASHINGTON AVE,36,1ST FINANCIAL CREDIT UNION, ,1407,WASHINGTON,906005.4,1019294
16-024598,2016-06,04/05/2016 08:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4259,W COTE BRILLIANTE AVE,57, , ,1915,OLIVE,894127.6,1028236
16-015773,2016-06,04/05/2016 09:00,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,S COMPTON AVE / SIDNEY ST,25, , , , ,896212.4,1010138
16-030083,2016-06,04/05/2016 10:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1425,HICKORY LN,33, , ,1425,HICKORY,904245.2,1013903
16-030109,2016-06,04/05/2016 13:17,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1458,KEALTY LN,33, , ,1458,KEALTY,903976.8,1014127
16-031214,2016-06,04/05/2016 14:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1201,N LEONARD AVE,77, , ,1201,LEONARD,898774.8,1023655
16-028044,2016-06,04/07/2016 20:14,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-031200,2016-06,04/08/2016 00:42,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1306,N 9TH ST,62, , ,1306,9TH,908607.2,1021012
16-031403,2016-06,04/08/2016 15:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
16-028471,2016-06,04/08/2016 17:41,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-027236,2016-06,04/08/2016 18:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4118,MINNESOTA AVE,16, , ,4118,MINNESOTA,895410.3,1000627
16-027998,2016-06,04/08/2016 22:59,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-031400,2016-06,04/09/2016 09:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
16-031411,2016-06,04/09/2016 11:56,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
16-016842,2016-06,04/11/2016 13:44,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4921,DAVISON AVE,72, , ,4921,DAVISON,890537.7,1041202
16-028755,2016-06,04/11/2016 14:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2233,WASHINGTON AVE,36, , ,2233,WASHINGTON,902599.4,1020249
16-031211,2016-06,04/12/2016 09:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,35,S GRAND BLVD,37, , ,35,GRAND,896073.6,1019677
16-027864,2016-06,04/13/2016 02:08,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-028477,2016-06,04/13/2016 02:08,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-017294,2016-06,04/13/2016 19:20, , , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT, , ,59, , , , ,0,0
16-017294,2016-06,04/13/2016 19:20, , , ,-1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP, , ,59, , , , ,0,0
16-028170,2016-06,04/13/2016 22:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5044,ALCOTT AVE,72, ,NUISANCE ABATEMENT PROPERTY,5044,ALCOTT,891750.1,1041430
16-028696,2016-06,04/14/2016 08:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3429,DUNNICA AVE,16, , ,3429,DUNNICA,893985.9,1002805
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-017549,2016-06,04/15/2016 01:52,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,2639,NATURAL BRIDGE AVE,65,BUTLER AUTO SALES, ,2637,NATURAL BRIDGE,902321,1029100
16-026749,2016-06,04/15/2016 14:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2640,PENNSYLVANIA AVE,25, , ,2640,PENNSYLVANIA,897170.8,1009620
16-030110,2016-06,04/16/2016 02:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,HICKORY LN,33, , ,1500,HICKORY,903943.9,1013999
16-028544,2016-06,04/17/2016 14:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3622,KOSCIUSKO ST,18, , ,3622,KOSCIUSKO,901262.9,1002855
16-029749,2016-06,04/17/2016 14:46,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,0,ARLINGTON AVE / SAINT LOUIS AV,50, ,ALIAS ARLINGTON AVE/ST LOUIS AVE CIT, , ,0,0
16-018088,2016-06,04/17/2016 23:00, , , ,-1, , 32311,2,ROBBERY-RESIDENCE /OTHR WEPN USED/SUCCESS,3932,SHAW,27, , ,3932,SHAW,0,0
16-027245,2016-06,04/18/2016 13:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5828,LINDENWOOD AVE,14, , ,5828,LINDENWOOD,879502.3,1005160
16-020002,2016-06,04/18/2016 19:30, , , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY, , ,56, ,ALLEY, , ,0,0
16-020002,2016-06,04/18/2016 19:30, , , ,-1, , 21000,6,RAPE -- FORCIBLE, , ,56, ,ALLEY, , ,0,0
16-027398,2016-06,04/20/2016 00:01,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4441,SAN FRANCISCO AVE,69, , ,4441,SAN FRANCISCO,895351,1033557
16-027356,2016-06,04/20/2016 12:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7923,S BROADWAY,2, , ,7923,BROADWAY,888495.9,987356.6
16-028742,2016-06,04/20/2016 20:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,700,S EUCLID AVE,38, , ,4949, ,887877.7,1019661
16-030095,2016-06,04/21/2016 11:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1424,PEABODY CT,33, , ,1424,PEABODY,904206.2,1013767
16-027238,2016-06,04/21/2016 17:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3438,OSAGE ST,16, , ,3438,OSAGE,893694.1,1001660
16-031207,2016-06,04/22/2016 23:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1128,WASHINGTON AVE,35, , ,1128,WASHINGTON,907005.8,1018860
16-031419,2016-06,04/23/2016 21:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1122,WASHINGTON AVE,35, , ,1122,WASHINGTON,907067.3,1018844
16-027239,2016-06,04/24/2016 10:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3643,PENNSYLVANIA AVE,19, , ,3643,PENNSYLVANIA,896018.1,1003601
16-025071,2016-06,04/24/2016 15:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,2700,OREGON AVE,24, , ,1500,GRAND,0,0
16-030098,2016-06,04/24/2016 21:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1506,LASALLE LN,33, , ,1506,LASALLE,903995.7,1014255
16-019370,2016-06,04/25/2016 08:26, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT,1115,PINE,35, , ,1115,PINE,0,0
16-028480,2016-06,04/26/2016 10:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3942,S COMPTON AVE,16, , ,3942,COMPTON,894918.9,1001770
16-027471,2016-06,04/26/2016 15:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",919,N JEFFERSON AVE,59, ,@CPD,919,JEFFERSON,902219.7,1021301
16-019804,2016-06,04/27/2016 10:30,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,2730,RUSSELL,24, , ,2730,RUSSELL,0,0
16-019841,2016-06,04/27/2016 13:55, , , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,902,BROADWAY,35, , ,902,BROADWAY,0,0
16-019841,2016-06,04/27/2016 13:55, , , ,-1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,902,BROADWAY,35, , ,902,BROADWAY,0,0
16-028513,2016-06,04/27/2016 15:02,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2801,DR MARTIN LUTHER KING DR,59, , ,2801,DR MARTIN LUTHER KING,901155.4,1021829
16-031197,2016-06,04/27/2016 18:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1318,N MARKET ST,63, , ,1318,MARKET,907301.2,1025181
16-019950,2016-06,04/27/2016 23:00, , , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1501,LOCUST,36, , ,1501,LOCUST,0,0
16-019950,2016-06,04/27/2016 23:00, , , ,-1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1501,LOCUST,36, , ,1501,LOCUST,0,0
16-031415,2016-06,04/28/2016 08:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
16-027870,2016-06,04/28/2016 09:07,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4126,W FLORISSANT AVE,68, , ,4126,FLORISSANT,900142.6,1034662
16-020028,2016-06,04/28/2016 15:31,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,4500,N BROADWAY,64, , ,4500,BROADWAY,905164,1033720
16-030579,2016-06,04/29/2016 09:00,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,1200,ALLEN AVE,21, , ,5203,CHIPPEWA,903222.5,1010548
16-020192,2016-06,04/29/2016 13:35,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3951,KENNERLY AVE,56, , ,3951,KENNERLY,897507.5,1028382
16-028697,2016-06,04/29/2016 23:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4132,MINNESOTA AVE,16, , ,4132,MINNESOTA,895390.4,1000502
16-028712,2016-06,04/30/2016 09:34,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2919,JAMES COOL PAPA BELL AVE,59, , ,2919,JAMES COOL PAPA BELL,900589,1023158
16-029126,2016-06,04/30/2016 15:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1408,N KINGSHIGHWAY BLVD,53, , ,1408,KINGSHIGHWAY,888420.4,1030180
16-028632,2016-06,05/01/2010 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,5700,LORAN AVE,36, , ,1900,OLIVE,0,0
16-028632,2016-06,05/01/2010 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,5700,LORAN AVE,36, , ,1900,OLIVE,0,0
16-031554,2016-06,05/01/2016 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
16-029125,2016-06,05/01/2016 07:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5125,PAGE BLVD,51, , ,5125,PAGE,886657.4,1029533
16-027313,2016-06,05/01/2016 08:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3134,GARDEN HILL LN,13, , ,3134,GARDEN HILL,881593.3,1009739
16-027250,2016-06,05/01/2016 10:44,Y, , ,1, ,112010,3,FRAUD-CREDIT DEVICE/OVER $150,3442,LOUISIANA AVE,30, , ,3444,LOUISIANA,894777.6,1005116
16-026729,2016-06,05/01/2016 11:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3300,PARK AVE,31, ,APT 303,3300,PARK,896628.9,1014575
16-031807,2016-06,05/01/2016 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4230,MINNESOTA AVE,17, , ,4230,MINNESOTA,895674,999878.2
16-020743,2016-06,05/02/2016 00:05,Y, , ,1, ,223000,4,LIQUOR LAWS-LIQUOR LIC VIOLATION,730,S BROADWAY,35,ANGRY BEAVER, ,730,BROADWAY,908119.9,1014368
16-030682,2016-06,05/02/2016 23:21,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,1,S BROADWAY,35, ,@HOTEL- HILTON AT THE BALL PARK,1,BROADWAY,908726.1,1016735
16-028710,2016-06,05/03/2016 09:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
16-020911,2016-06,05/03/2016 09:59,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,4400,CHOUTEAU AVE,39, , ,4400,CHOUTEAU,0,0
16-020926,2016-06,05/03/2016 11:45, , , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,730,CARROLL,21, ,: @SOULARD MARKET,730,CARROLL,0,0
16-020926,2016-06,05/03/2016 11:45, , , ,-1, , 69603,3,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",730,CARROLL,21, ,: @SOULARD MARKET,730,CARROLL,0,0
16-026726,2016-06,05/03/2016 13:57,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3810,WATSON RD,9, , ,3810,WATSON,877149.1,1005691
16-029143,2016-06,05/03/2016 15:00,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,434,N 4TH ST,35, ,JAMES HENRY PROVISIONS,434,4TH,909726.3,1018037
16-027231,2016-06,05/03/2016 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,610,N 7TH ST,35, ,LAURAL BUILDING, , ,908628.7,1018533
16-026685,2016-06,05/04/2016 13:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,820,BROOKLYN ST,64, , ,820,BROOKLYN,909407.9,1023402
