Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-003279,2016-02,01/20/2016 21:30,Y, , ,1, ,183250,6,DRUGS-SALE/COCAINE,4600,NATURAL BRIDGE AVE,56, , ,4600,NATURAL BRIDGE,893906,1033517
16-006733,2016-02,01/21/2016 10:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4110,DEWEY AVE,16, ,2ND FLOOR,4110,DEWEY,892703.9,1001122
16-003358,2016-02,01/21/2016 11:00,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3741,IOWA AVE,19, ,RESIDENCE,3741,IOWA,897220.3,1002737
16-003362,2016-02,01/21/2016 14:55,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,4206,N GRAND BLVD,67, ,@HOTEL- ECONOMY INN,4206,GRAND,902337.5,1031732
16-003363,2016-02,01/21/2016 14:56,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4206,N GRAND BLVD,67, ,@HOTEL- ECONOMY INN,4206,GRAND,902337.5,1031732
16-003550,2016-02,01/21/2016 16:00,Y, , ,1, , 43025,5,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,1611,HODIAMONT AVE,50, , ,1611,HODIAMONT,881618.4,1035236
16-003434,2016-02,01/21/2016 21:20,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1235,N GRAND BLVD,77, , ,1235,GRAND,897953.7,1024099
16-003438,2016-02,01/21/2016 22:40,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5900,RIVERVIEW BLVD,86, , , , ,892606.6,1047455
16-006954,2016-02,01/22/2016 00:01,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1322,CLARA AVE,78, , ,1322,CLARA,883320.2,1031236
16-005625,2016-02,01/22/2016 00:01,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3296,S KINGSHIGHWAY BLVD,15, , ,3350,KINGSHIGHWAY,885863.4,1007205
16-003453,2016-02,01/22/2016 03:30,Y, , ,1, ,266400,5,PUBLIC ORDER-ANIMAL VIOLATION,5228,MINERVA AVE,51, , ,5235,PAGE,885989,1029828
16-009111,2016-02,01/22/2016 11:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5011,VIRGINIA AVE,16,HO WAH CHINESE RESTAURANT, ,5011,VIRGINIA,893149.9,996335.9
16-005762,2016-02,01/22/2016 11:36,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT, ,3202,KINGSHIGHWAY,886045.3,1008369
16-003571,2016-02,01/22/2016 14:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4617,POPE AVE,69, , ,4617,POPE,897975.3,1036482
16-003565,2016-02,01/22/2016 15:10,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2237,ST LOUIS AVE,60, , ,2237,ST LOUIS,904027.9,1026511
16-003608,2016-02,01/22/2016 17:00, , , ,-1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1000, ,35, ,: APT 620,1000,WASHINGTON,0,0
16-003606,2016-02,01/22/2016 22:02,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5852,LOTUS AVE,50, , ,5852,LOTUS,883158.7,1034683
16-003605,2016-02,01/22/2016 22:08,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5975,NATURAL BRIDGE AVE,70, , ,5975,NATURAL BRIDGE,884723.1,1039664
16-005607,2016-02,01/23/2016 10:46,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4827,MILENTZ AVE,6, , ,4827,MILENTZ,882848.1,999087.5
16-007824,2016-02,01/23/2016 11:33,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3511,S SPRING AVE,15, , ,3511,SPRING,892261.1,1005175
16-005643,2016-02,01/23/2016 14:50,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3627,PAGE BLVD,77, ,@ GAMESTOP,3627,PAGE,897856.3,1024393
16-003977,2016-02,01/23/2016 20:30, , , ,-1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",527,GRAND,77, ,: @FOX THEATER,527,GRAND,0,0
16-005888,2016-02,01/23/2016 22:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,727,SHENANDOAH AVE,21,MARV S AUTO SHOP, ,800,SHENANDOAH,904345,1009153
16-004415,2016-02,01/24/2016 09:45,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3929,MERAMEC ST,16, , ,3929,MERAMEC,891106.1,1002018
16-003880,2016-02,01/24/2016 16:30, , , ,-1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4674,MARTIN LUTHER KING,54, , ,4674,DR MARTIN LUTHER KING,0,0
16-007668,2016-02,01/24/2016 16:50,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3628,STEINS ST,4, ,NUISANCE PROPERTY,3628,STEINS,886435.4,990590.8
16-007695,2016-02,01/24/2016 18:05,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3628,STEINS ST,4, ,NUISANCE PROPERTY,3628,STEINS,886435.4,990590.8
16-003905,2016-02,01/24/2016 21:25,Y, , ,1, , 43203,2,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3460,S KINGSHIGHWAY BLVD,15,CAR X AUTO SERVICES, ,3460,KINGSHIGHWAY,885765.3,1005923
16-003905,2016-02,01/24/2016 21:25,Y, , ,1, , 43203,2,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3460,S KINGSHIGHWAY BLVD,15,CAR X AUTO SERVICES, ,3460,KINGSHIGHWAY,885765.3,1005923
16-003905,2016-02,01/24/2016 21:25,Y, , ,1, , 43203,2,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3460,S KINGSHIGHWAY BLVD,15,CAR X AUTO SERVICES, ,3460,KINGSHIGHWAY,885765.3,1005923
16-004047,2016-02,01/24/2016 21:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 64 EASTBOUND,41, ,EASTBOUND ENTRANCE RAMP, , ,881185.9,1018744
16-003962,2016-02,01/25/2016 08:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1204,N 9TH ST,62, , ,1502,OFALLON,908521.9,1020690
16-006330,2016-02,01/25/2016 10:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5189,DELMAR BLVD,51,AT&T, ,5189,DELMAR,885807.5,1026561
16-009926,2016-02,01/25/2016 11:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2647,WINNEBAGO ST,19, , ,2647,WINNEBAGO,897842.2,1003225
16-006276,2016-02,01/25/2016 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5910,THEODOSIA AVE,50, , ,5910,THEODOSIA,882275.6,1034537
16-005766,2016-02,01/25/2016 14:50,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT, ,3202,KINGSHIGHWAY,886045.3,1008369
16-006758,2016-02,01/25/2016 15:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,1203,KRAFT,0,0
16-007671,2016-02,01/25/2016 16:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
16-008942,2016-02,01/25/2016 17:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4111,BURGEN AVE,5, ,ALLEY,4111,BURGEN,886875.1,997928.1
16-004085,2016-02,01/25/2016 21:52,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3626,ALDINE AVE,59, , , , ,898302.3,1025342
16-007489,2016-02,01/26/2016 04:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,2818,UNION BLVD,52, , ,2818,UNION,888095.8,1033962
16-004971,2016-02,01/26/2016 09:00,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4953,EMERSON AVE,72,CONDMNED BUILDING,NUISANCE ABATEMENT PROPERTY,4953,EMERSON,891176.1,1040852
16-004975,2016-02,01/26/2016 09:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5800,SELBER CT,50,HILLVALE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5800,SELBER,885212.4,1037708
16-006598,2016-02,01/26/2016 12:00,Y, , ,1, ,101000,3,FORGERY,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
16-006489,2016-02,01/26/2016 13:37,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5926,MCARTHUR AVE,70, , ,5926,MCARTHUR,885103.8,1039899
16-004194,2016-02,01/26/2016 13:40,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4008,PECK ST,67,4008 PECK STREET, ,4008,PECK,901816.9,1030392
16-006258,2016-02,01/26/2016 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,6020,ETZEL AVE,48, , ,6020,ETZEL,879761.6,1031053
16-005217,2016-02,01/26/2016 17:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,7077,PLAINVIEW AVE,9, , ,7077,PLAINVIEW,872927.5,1004196
16-004341,2016-02,01/26/2016 20:30,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,3216,WINNEBAGO ST,19, , ,3216,WINNEBAGO,894883.8,1003474
16-005377,2016-02,01/26/2016 21:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5800,HIGHLANDS PLAZA DR W,50,CORTONA AT FOREST PARK APARTMENTS,APT 121,5800,HIGHLAND,882403.6,1017876
16-004259,2016-02,01/27/2016 01:38, , , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3503,MIAMI,19, ,: APT 1W,3503,MIAMI,0,0
16-004259,2016-02,01/27/2016 01:38, , , ,-1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3503,MIAMI,19, ,: APT 1W,3503,MIAMI,0,0
16-005380,2016-02,01/27/2016 08:00,Y, , ,1, , 43021,3,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE,3401,CHIPPEWA ST,19, , ,3401,CHIPPEWA,894414,1003098
16-004315,2016-02,01/27/2016 09:15,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,2019,E ALICE AVE,68, , ,2019,OLIVE,901401.8,1035184
16-006228,2016-02,01/27/2016 11:00,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,3522,BLAIR AVE,65, , ,3522,BLAIR,906052.5,1029222
16-004355,2016-02,01/27/2016 12:45,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2932,HEBERT ST,59, , ,2932,HEBERT,901353.6,1028534
16-004332,2016-02,01/27/2016 13:08,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3928,N FLORISSANT,65,TWIN TWELVE APARTMENTS,NUISANCE ABATEMENT PROPERTY,3928,N FLORISSANT,0,0
16-005884,2016-02,01/27/2016 14:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,2241,RICHERT AVE,43, , ,2241,RICHERT,874358.5,1013569
16-009912,2016-02,01/27/2016 17:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,811,SPRUCE ST,35, ,@HOTEL- WESTIN,811,SPRUCE,907472.1,1015934
