Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-000019,2016-01,01/01/2016 01:05,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,4054,CHOUTEAU AVE,39,REHAB BAR & GRILL,BAR,4054,CHOUTEAU,891651.4,1017489
16-000024,2016-01,01/01/2016 01:05,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5900,KEITH PL,8, , ,5900,KEITH,878330.2,998364.6
16-000823,2016-01,01/01/2016 01:05,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4054,CHOUTEAU AVE,39, ,@BAR- REHAB,4054,CHOUTEAU,891651.4,1017489
16-000018,2016-01,01/01/2016 01:07,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,1500,S 7TH ST,20, , , , ,906291.3,1011595
16-000026,2016-01,01/01/2016 01:10,Y, , ,1, ,211000,4,DUI-DRVING WHILE INTOXICATED,0,N 14TH ST / MARKET ST,36, , , , ,905595.6,1017724
16-000028,2016-01,01/01/2016 01:13,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3433,MICHIGAN AVE,19, , ,3433,MICHIGAN,895589.8,1005097
16-000096,2016-01,01/01/2016 01:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5636,WATERMAN BLVD,47, , ,5636,WATERMAN,882104.1,1025353
16-000223,2016-01,01/01/2016 01:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / TAFT AVE,5, , ,4979,LOUGHBOROUGH,888206.3,1002018
16-000079,2016-01,01/01/2016 01:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5455,ROBIN AVE,72, , ,5455,ROBIN,891768.8,1044542
16-000025,2016-01,01/01/2016 01:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,S BROADWAY,35, ,STADIUM EAST GARAGE,200,BROADWAY,908743.9,1016075
16-000031,2016-01,01/01/2016 01:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / SIDNEY ST,22, , , , ,899560.6,1009385
16-000032,2016-01,01/01/2016 01:59,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GERMANIA ST / I 55 SOUTHBOUND,1, , , , ,885969.6,990433.4
16-000443,2016-01,01/01/2016 02:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1317,SHENANDOAH AVE,21, , ,1317,SHENANDOAH,902417.4,1009840
16-000039,2016-01,01/01/2016 02:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1415,S 18TH ST,32, , ,1415,8TH,902586.9,1013297
16-000033,2016-01,01/01/2016 02:02,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4948,LINDELL BLVD,38, , , , ,887714.9,1023136
16-000034,2016-01,01/01/2016 02:06,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1,CHILDRENS PL,38,CHILDRENS HOSPITAL, ,400,KINGSHIGHWAY,887975.4,1020896
16-000042,2016-01,01/01/2016 02:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,0,I 44 EASTBOUND / S KINGSHIGHWA,12, , , , ,886939.9,1014090
16-000036,2016-01,01/01/2016 02:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5632,DR MARTIN LUTHER KING DR,78,POOL HALL, , , ,883823.6,1033023
16-000529,2016-01,01/01/2016 03:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1205,S BROADWAY,34,5-STAR LOGISTICS LLC, ,1205,BROADWAY,907556.5,1012904
16-000134,2016-01,01/01/2016 03:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4300,E FARLIN AVE,68, , ,4300,RED BUD,0,0
16-000065,2016-01,01/01/2016 03:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",1399,BELT AVE,78, , ,1399,BELT,884551.5,1031319
16-000064,2016-01,01/01/2016 03:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1824,RUSSELL AVE,23, , ,1824,RUSSELL,901958.9,1010573
16-000241,2016-01,01/01/2016 03:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,TALMAGE AVE / S VANDEVENTER AV,28, , , , ,891385.4,1016966
16-000037,2016-01,01/01/2016 03:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4225,NEOSHO ST,5, , ,4225,NEOSHO,887497.8,1001745
16-000046,2016-01,01/01/2016 03:10,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,4218,MINNESOTA AVE,17, , ,4218,MINNESOTA,895674,999878.2
16-000041,2016-01,01/01/2016 03:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,BECK AVE / S KINGSHIGHWAY BLVD,15, , , , ,885300,1004823
16-000047,2016-01,01/01/2016 03:43,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8879,N BROADWAY,74, , ,8880,BROADWAY,897728.8,1053297
16-000049,2016-01,01/01/2016 03:52,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,198,N EUCLID AVE,38, , , , ,888281.1,1023181
16-000055,2016-01,01/01/2016 04:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,7862,GERMANIA ST,1, , ,7862,GERMANIA,885923.6,989660.5
16-000054,2016-01,01/01/2016 05:05,Y, , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT,715,S BROADWAY,35, ,PARKING LOT OF DOBB S,700,CLARK,907965.6,1014530
16-000066,2016-01,01/01/2016 05:30,Y, , ,1, ,266400,4,PUBLIC ORDER-ANIMAL VIOLATION,999,N 2ND ST,35,LUMIERE PARKING GARAGE,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
16-000059,2016-01,01/01/2016 05:45,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5400,RIDGE AVE,78, , , , ,0,0
16-000060,2016-01,01/01/2016 05:53,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1444,LAUREL ST,78, ,APT 2N,1444,LAUREL,882675.1,1033227
16-000057,2016-01,01/01/2016 06:01,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5115,PAGE BLVD,51, ,@PARK- MARIE W FOWLER, , ,886727.2,1029523
16-000068,2016-01,01/01/2016 07:23,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,7908,ALASKA AVE,1, , ,7908,ALASKA,886563.8,989158.1
16-000226,2016-01,01/01/2016 09:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3650,S UTAH PL,15, , ,3650,UTAH,893061.8,1006317
16-000078,2016-01,01/01/2016 09:55,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1712,OREGON PL,31, , ,1712,OREGON,898321.9,1012882
16-000679,2016-01,01/01/2016 10:13,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4022,BATES ST,3, , ,4022,BATES,887780.9,997553.1
16-000075,2016-01,01/01/2016 10:24,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4192,SACRAMENTO AVE,68, ,APT A,4192,SACRAMENTO,897380.9,1031998
16-000121,2016-01,01/01/2016 11:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1916,LUCAS AVE,36, ,APT 220,1916,LUCAS,904100.4,1019957
16-000082,2016-01,01/01/2016 11:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / GRAVOIS AVE,16, , , , ,890165.4,1003642
16-000092,2016-01,01/01/2016 11:55,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5104,THEKLA AVE,71, , ,5311,RUSKIN,893504,1040135
16-000256,2016-01,01/01/2016 12:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5458,ALABAMA AVE,1, , ,5458,ALABAMA,892133.1,995058.6
16-000100,2016-01,01/01/2016 12:00,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,541,N GRAND BLVD,77, , ,721,GRAND,896812.9,1021541
16-000584,2016-01,01/01/2016 12:00,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1900,N TAYLOR AVE,57, , ,4429,KENNERLY,892774.4,1029376
16-000084,2016-01,01/01/2016 12:03,Y, , ,1, , 43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,886,RIVERVIEW BLVD,74, , ,886,RIVERVIEW,896902.2,1052846
16-000087,2016-01,01/01/2016 12:14,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5032,BISCHOFF AVE,12, , ,5032,BISCHOFF,885652.8,1012571
16-000094,2016-01,01/01/2016 12:55,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2801,N MARKET ST,59, ,@ GLASGOW, , ,901508.5,1025438
16-003378,2016-01,01/01/2016 13:30,Y, , ,1, , 44013,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",5355,DELMAR BLVD,49, , ,5355,DELMAR,884221.6,1026993
16-000101,2016-01,01/01/2016 13:39,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4837,GOODFELLOW BLVD,70, , , , ,887277.9,1043573
16-000099,2016-01,01/01/2016 13:45,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4551,MCMILLAN AVE,54, , ,4551,MCMILLAN,890906.7,1026777
16-001674,2016-01,01/01/2016 14:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5242,WREN AVE,72, , ,5242,WREN,891286.8,1043529
16-000143,2016-01,01/01/2016 14:11,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7616,VERMONT AVE,2, , ,7616,VERMONT,887994.9,989181.4
16-000120,2016-01,01/01/2016 14:30,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,DE BALIVIERE AVE / FOREST PARK,47, , ,3836,COMPTON,881473.6,1024738
16-000104,2016-01,01/01/2016 14:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6660,MANCHESTER AVE,10, ,@TACO BELL - MANCHESTER,6660,MANCHESTER,877121.1,1013930
16-000222,2016-01,01/01/2016 15:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,E GRAND AVE / I 70 WESTBOUND,66, , , , ,904661.3,1034060
16-000207,2016-01,01/01/2016 15:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 9TH ST / OLIVE ST,35, , , , ,907779.2,1018012
16-004655,2016-01,01/01/2016 15:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5037,PLOVER AVE,72, , ,5037,PLOVER,890736.8,1042954
16-000233,2016-01,01/01/2016 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6230,EICHELBERGER ST,8, , ,6230,EICHELBERGER,877792.9,1000682
16-000660,2016-01,01/01/2016 15:20,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3202,S KINGSHIGHWAY BLVD,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
16-000110,2016-01,01/01/2016 15:20,Y, , ,1, ,115200,2,FRAUD-STEALING BY DECEIT/UNDER $150,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT, ,3202,KINGSHIGHWAY,886045.3,1008369
16-000123,2016-01,01/01/2016 16:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4410,GRACE AVE,16, , ,4410,GRACE,892551.5,999660.5
16-000124,2016-01,01/01/2016 16:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3933,S BROADWAY,16, ,@ALEXIAN BROTHERS HOSPITAL,3933,BROADWAY,897890.5,1001421
16-000118,2016-01,01/01/2016 16:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,0,S 7TH ST / I 55 NORTHBOUND,20, , , , ,906806.1,1012405
16-000131,2016-01,01/01/2016 16:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1200,N TUCKER BLVD,62, ,APT 1202,1226,OLIVE,907494.6,1021073
16-000128,2016-01,01/01/2016 16:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,500,N GRAND BLVD,77, , , , ,896832.8,1021360
16-000128,2016-01,01/01/2016 16:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,500,N GRAND BLVD,77, , , , ,896832.8,1021360
16-000157,2016-01,01/01/2016 17:00,Y, , ,1, , 71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,7869,GOYA PL,1, ,APT F,7869,GOYA,886366.9,989294.9
16-003092,2016-01,01/01/2016 17:20,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,3720,N KINGSHIGHWAY BLVD,69, , ,3720,KINGSHIGHWAY,891316,1035410
16-000126,2016-01,01/01/2016 17:58,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6036,WASHINGTON AVE,46, , ,6036,WASHINGTON,878621.9,1026989
16-000176,2016-01,01/01/2016 18:00,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,4317,EICHELBERGER ST,5, , , , ,886361.6,999775
16-000145,2016-01,01/01/2016 18:00,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,4921,FINKMAN ST,6, , ,4921,FINKMAN,881840.7,998784.9
16-001139,2016-01,01/01/2016 18:30,Y, , ,1, , 44022,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",1016,HICKORY ST,34,LASALLE HOUSING COMPLEX, , , ,905667.4,1013498
16-000159,2016-01,01/01/2016 18:30,Y, , ,1, , 71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,3847,GUSTINE AVE,16, , , , ,891144.8,1003077
16-000192,2016-01,01/01/2016 19:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5475,CABANNE AVE,49, , ,5475,CABANNE,883631.8,1028675
16-000267,2016-01,01/01/2016 19:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,CASS AVE / COLLINS ST,64, , , , ,910226.3,1021896
16-000154,2016-01,01/01/2016 19:30,Y, , ,1, , 42016,1,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,7891,RIO SILVA PL,1,SOUTHWEST CROSSING APARTMENTS,APARTMENT COMPLEX,7891,RIO SILVA,886065.6,989710.8
16-000191,2016-01,01/01/2016 19:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,800,ARLINGTON AVE,49, , ,800,ARLINGTON,884015.6,1027485
16-000141,2016-01,01/01/2016 19:32,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3077,DR MARTIN LUTHER KING DR,59, , , , ,899565.1,1023001
16-000144,2016-01,01/01/2016 19:45,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3832,COTE BRILLIANTE AVE,59, , ,3832,COTE BRILLIANTE,897504.2,1026196
16-000137,2016-01,01/01/2016 19:48,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4930,DELMAR BLVD,38,CLASSIC NAILS,BUSINESS,4930,DELMAR,888111,1026049
16-000139,2016-01,01/01/2016 19:56,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3098,CORA AVE,56, , , , ,892949.5,1032409
16-000140,2016-01,01/01/2016 20:15,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4332,NATURAL BRIDGE AVE,56, , ,4332,NATURAL BRIDGE,895585.4,1032601
16-000142,2016-01,01/01/2016 20:20,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,900,PARK AVE,34, , ,936,MORRISON,906015.6,1012471
16-000160,2016-01,01/01/2016 20:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2619,WASHINGTON AVE,37, , ,2619,WASHINGTON,902001.8,1020287
16-000166,2016-01,01/01/2016 20:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2800,WASHINGTON AVE,37, , ,2800,WASHINGTON,900764.3,1020429
16-000146,2016-01,01/01/2016 20:32,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1800,LUCAS AVE,36, ,@ST NICHOLAS,1916,LUCAS,904599.4,1019821
16-000148,2016-01,01/01/2016 20:44,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,0,JUNIATA ST / MORGANFORD RD,15, , , , ,888395.9,1008353
16-000198,2016-01,01/01/2016 21:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8416,HALLS FERRY RD,74, ,APT E,8416,HALLS FERRY,896662.3,1049106
16-000147,2016-01,01/01/2016 21:15,Y, , ,1, , 51211,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,4258,DARDENNE DR,70, , ,4258,DARDENNE,885110.3,1040976
16-000162,2016-01,01/01/2016 21:30,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4401,GRACE AVE,16, , ,4401,GRACE,892428.8,999842.4
16-000149,2016-01,01/01/2016 21:45,Y, , ,1, , 41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,2001,MULLANPHY ST,60, , ,2001,MULLANPHY,904439.8,1023638
16-000182,2016-01,01/01/2016 22:00,Y, , ,1, , 72130,6,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5310,N EUCLID AVE,71, , ,5310,EUCLID,894542.1,1038824
16-000200,2016-01,01/01/2016 22:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5035,N KINGSHIGHWAY BLVD,71, , ,5035,KINGSHIGHWAY,893307.2,1039312
16-000217,2016-01,01/01/2016 22:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5300,N BROADWAY,64, ,THE STAGE BAR AND GRILL,5300,BROADWAY,903286.6,1036337
16-000188,2016-01,01/01/2016 22:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1000,N 19TH ST,61, , ,1000,19TH,904464.4,1021061
16-000153,2016-01,01/01/2016 22:05,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4500,N BROADWAY,64, , ,4300,BROADWAY,905164,1033720
16-000392,2016-01,01/01/2016 22:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5180,ENRIGHT AVE,51, , ,5180,ENRIGHT,885780.4,1026872
16-000161,2016-01,01/01/2016 22:42,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5378,CLAXTON AVE,71, ,2ND FLOOR,5378,CLAXTON,893599.8,1041540
